parameter_id,JAXLA_CSD_007_001
mouse_strain,C57BL
pvalue,0.5931834
analysis_id,yg7p78d0j09ajw5
mouse_life_stage,Early adult
gene_accession_id,MGI:3522699
gene_symbol,Trpa1
parameter_name,Coat - color - abdomen
