parameter_id,IMPC_ECH_008_001
mouse_strain,C57BL
analysis_id,2qy6mw07818o876
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
pvalue,0.5134678
parameter_name,LVIDd
gene_symbol,Psmd14
