parameter_id,IMPC_EYE_008_001
gene_symbol,Snap23
parameter_name,Corneal opacity
pvalue,0.8018351
gene_accession_id,MGI:109356
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,ly6kck1cn882860
