parameter_id,JAXLA_DXA_007_001
mouse_strain,C57BL
pvalue,0.1217809
parameter_name,BMC/Body weight
gene_accession_id,MGI:2446274
analysis_id,54h3880v1x47gx8
mouse_life_stage,Late adult
gene_symbol,Frmpd1
