gene_symbol,Snap23
analysis_id,9svuz4oi7l13k1n
gene_accession_id,MGI:109356
parameter_id,ESLIM_011_001_705
mouse_strain,C57BL
pvalue,0.2128203
mouse_life_stage,Late adult
parameter_name,Global prepulse inhibition
