gene_accession_id,MGI:1914437
analysis_id,6uqy0v90h4mf601
parameter_name,Basophil differential count
mouse_life_stage,Early adult
gene_symbol,Zmynd19
pvalue,0.4106492
mouse_strain,C57BL
parameter_id,IMPC_HEM_038_001
