parameter_name,Startle response
pvalue,0.1460999
gene_accession_id,MGI:105073
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,x963fd2524k2v71
parameter_id,MGP_CSD_008_001
gene_symbol,Tnni1
