gene_symbol,Ahcy
gene_accession_id,MGI:87968
parameter_name,Vocalization
parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
analysis_id,6i4bl52q25glz6b
mouse_life_stage,E12.5
pvalue,0.3857974
