gene_symbol,Hpca
parameter_id,MGP_IMM_078_001
parameter_name,Resting Treg cells - % of CD45+
analysis_id,z8f9oc2o91ij7tx
gene_accession_id,MGI:1336200
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8076235
