Gene_symbol,Mecom
Mouse_life_stage,Early adult
analysis_id,8tm8cj2hm389ja6
gene_accession_id,MGI:95457
Pvalue,0.9147676
parameter_name,Pericardium Morphology
Parameter_id,IMPC_GEL_006_001
mouse_strain,C3H
