gene_symbol,Wars2
analysis_id,dk7o709cibpr77j
mouse_strain,C59BL
gene_accession_id,MGI:1917810
parameter_name,Alanine aminotransferase
pvalue,0.5334839
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_013_001
