gene_symbol,Amigo1
mouse_strain,C57BL
pvalue,0.173275
parameter_id,IMPC_HEM_019_001
analysis_id,a4243qq240n0so4
gene_accession_id,MGI:2653612
parameter_name,Mean platelet volume
mouse_life_stage,Early adult
