mouse_strain,C57BL
parameter_id,MGP_MLN_066_001
analysis_id,95gl834bzyq1h7m
mouse_life_stage,Early adult
parameter_name,Effector CD4+ T helper cells - % of CD45+
gene_symbol,Tubb4b
pvalue,0.7021936
gene_accession_id,MGI:1915472
