mouse_life_stage,Middle aged adult
analysis_id,o5gq5df19e69lr4
gene_accession_id,MGI:109356
pvalue,0.139522
parameter_id,JAXLA_OFD_017_001
mouse_strain,C57BL
parameter_name,Center average speed
gene_symbol,Snap23
