parameter_name,Weight
gene_accession_id,MGI:1916043
parameter_id,CCP_LFO_001_001
mouse_strain,C57BL
pvalue,0.09986909
mouse_life_stage,Early adult
analysis_id,de7wde1z51bie18
gene_symbol,Rab3gap2
