gene_symbol,Smyd2
pvalue,0.4380185
mouse_strain,129SV
gene_accession_id,MGI:1915889
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
analysis_id,nb3o109ou66221h
mouse_life_stage,Early adult
