mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.3827163
gene_symbol,Snap23
parameter_name,Cornea vascularisation
parameter_id,ESLIM_014_001_008
analysis_id,4fky082wmq82w43
gene_accession_id,MGI:109356
