parameter_name,Vitreous
parameter_id,IMPC_EYE_083_001
mouse_life_stage,E12.5
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.2392815
analysis_id,vx1ij9695z62517
