mouse_strain,C57BL
gene_symbol,Opn3
pvalue,0.5569326
gene_accession_id,MGI:1338022
parameter_id,MGP_MLN_011_001
parameter_name,KLRG1+ Treg cells - % of Treg
analysis_id,2018lqzbur4hf44
mouse_life_stage,Early adult
