gene_symbol,Snap23
analysis_id,bo3tm8i88y859bl
pvalue,0.4130146
mouse_strain,C57BL
gene_accession_id,MGI:109356
mouse_life_stage,Middle aged adult
parameter_name,Effector gd T cells - % of gd T cells
parameter_id,MGP_IMM_020_001
