parameter_id,M-G-P_014_001_009
analysis_id,505hi2642s2r5dl
parameter_name,lens
pvalue,0.4336016
mouse_strain,C57BL
gene_symbol,Eprs1
mouse_life_stage,Early adult
gene_accession_id,MGI:97838
