parameter_name,Distance travelled - total
pvalue,0.5872132
gene_symbol,Nanp
gene_accession_id,MGI:1914561
parameter_id,IMPC_OFD_020_001
mouse_strain,C57BL
analysis_id,q0x4c974z91qtf3
mouse_life_stage,Early adult
