parameter_id,HRWLLA_OFD_020_001
gene_symbol,Trp53i11
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
analysis_id,k2b49i0rglut421
pvalue,0.08942544
mouse_strain,C57BL
gene_accession_id,MGI:2670995
