mouse_strain,129SV
gene_accession_id,MGI:2385884
parameter_id,IMPC_LDT_008_001
pvalue,0.05791537
analysis_id,j6i327ggw5sdnvu
parameter_name,Percent time in light
gene_symbol,Ddx27
mouse_life_stage,Early adult
