mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,hm98b28009g6pqv
parameter_id,M-G-P_014_001_010
gene_accession_id,MGI:1921802
gene_symbol,Nipal3
pvalue,0.1447913
parameter_name,lens opacity
