parameter_id,JAXLA_CSD_022_001
mouse_strain,C57BL
analysis_id,4vbym8y2371755p
pvalue,0.4742506
mouse_life_stage,Early adult
gene_symbol,Fgb
parameter_name,Hindlimbs - size
gene_accession_id,MGI:99501
