parameter_name,Periphery distance travelled
mouse_life_stage,Early adult
analysis_id,i037yvo6g1116fz
mouse_strain,C57BL
pvalue,0.05266504
gene_symbol,Kcng1
parameter_id,HRWLLA_OFD_010_001
gene_accession_id,MGI:3616086
