parameter_id,IMPC_XRY_059_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,nsc46uk12p512d4
gene_accession_id,MGI:104640
gene_symbol,Rab17
pvalue,0.08110989
parameter_name,Shape of ribcage
