gene_symbol,Ahcy
parameter_id,M-G-P_007_001_008
analysis_id,0938piw61224ax1
mouse_strain,C57BL
gene_accession_id,MGI:87968
mouse_life_stage,E9.5
parameter_name,Periphery - Permanence Time
pvalue,0.8064477
