mouse_strain,129SV
parameter_id,MGP_MLN_067_001
gene_symbol,Ddx27
parameter_name,Resting CD4+ T helper cells - % of CD45+
pvalue,0.7108434
gene_accession_id,MGI:2385884
analysis_id,679xn208x96025i
mouse_life_stage,Early adult
