parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
mouse_strain,129SV
pvalue,0.5617646
gene_accession_id,MGI:1923959
analysis_id,5614v65w774nlt0
gene_symbol,Arpc2
mouse_life_stage,Early adult
