parameter_name,Body weight
pvalue,0.5555735
analysis_id,23vk8111ap46ug1
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2135738
parameter_id,M-G-P_009_001_003
gene_symbol,Abo
