parameter_name,Distance travelled - total
analysis_id,opg0by8570521w8
mouse_life_stage,Early adult
gene_symbol,Ncaph
gene_accession_id,MGI:2444777
parameter_id,HRWLLA_OFD_020_001
pvalue,0.7060642
mouse_strain,C57BL
