parameter_id,MGP_PBI_033_001
gene_symbol,Psmd14
analysis_id,fq65wm95jl1pg39
pvalue,0.5623275
parameter_name,CD8+ KLRG1+ alpha beta T cell number
gene_accession_id,MGI:1913284
mouse_life_stage,Early adult
mouse_strain,C57BL
