mouse_life_stage,Middle aged adult
parameter_id,ESLIM_007_001_010
parameter_name,Centre distance travelled
gene_symbol,Frmpd1
mouse_strain,C57BL
gene_accession_id,MGI:2446274
analysis_id,mfotm6q3p3a13q9
pvalue,0.07514955
