gene_symbol,Sass6
gene_accession_id,MGI:1920026
pvalue,0.4353047
parameter_name,Basophil cell count
analysis_id,saoa0rh0e86j735
parameter_id,IMPC_HEM_037_001
mouse_strain,C57BL
mouse_life_stage,E12.5
