parameter_id,UCDLA_EYE_017_001
mouse_life_stage,Early adult
pvalue,0.8769889
gene_symbol,Lime1
gene_accession_id,MGI:1919949
analysis_id,289j86knom57wut
mouse_strain,C57BL
parameter_name,Lens Opacity
