gene_symbol,Eprs1
parameter_id,IMPC_ABR_006_001
mouse_life_stage,E9.5
pvalue,0.5531018
gene_accession_id,MGI:97838
analysis_id,309m421976ws2xz
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
