gene_symbol,Hnf4a
gene_accession_id,MGI:109128
parameter_id,IMPC_IMM_063_001
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,B Cells
analysis_id,v768a99q7d5m6b9
pvalue,0.5781472
