parameter_id,JAX_OFD_012_001
parameter_name,Periphery permanence time
mouse_strain,C57BL
analysis_id,kdvzso43cg13qv9
pvalue,0.1797116
mouse_life_stage,Early adult
gene_accession_id,MGI:3026886
gene_symbol,Cdin1
