parameter_name,Whole arena resting time
gene_symbol,Car13
gene_accession_id,MGI:1931322
pvalue,0.9443473
parameter_id,JAXLA_OFD_007_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,1l99tan12533v9x
