gene_symbol,Atg4c
parameter_id,JAXLA_CSD_023_001
analysis_id,ie4yri74w4q71t5
parameter_name,Vibrissae - presence
pvalue,0.3895442
gene_accession_id,MGI:2651854
mouse_strain,C57BL
mouse_life_stage,Early adult
