gene_symbol,Dmap1
gene_accession_id,MGI:1913483
mouse_life_stage,Early adult
parameter_id,IMPC_ABR_004_001
analysis_id,0r80878l8sh5f83
mouse_strain,C57BL
parameter_name,6kHz-evoked ABR Threshold
pvalue,1.150265
