parameter_id,IMPC_ACS_035_001
gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_name,% Pre-pulse inhibition - PPI3
mouse_life_stage,Early adult
pvalue,0.2201791
analysis_id,8betp4qz1624hd1
