gene_symbol,Arnt
analysis_id,46x49k3le215kq3
pvalue,0.3626037
mouse_life_stage,Early adult
parameter_name,KLRG1+ mature NK cell percentage
gene_accession_id,MGI:88071
parameter_id,MGP_PBI_011_001
mouse_strain,C57BL
