mouse_strain,129SV
parameter_name,Number of rears - total
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,JAX_OFD_021_001
analysis_id,02oobz6hs8780b9
pvalue,0.564446
gene_symbol,Ddx27
