mouse_life_stage,Middle aged adult
pvalue,0.8747974
analysis_id,hh6sff44taeizt6
mouse_strain,C57BL
parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
gene_accession_id,MGI:2446186
gene_symbol,Lpgat1
