gene_symbol,Zyg11b
analysis_id,s96u901ubl70d75
parameter_id,IMPC_CSD_028_001
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
mouse_strain,C57BL
pvalue,0.20282
parameter_name,Snout size
