parameter_id,MGP_MLN_093_001
mouse_life_stage,E9.5
pvalue,0.8124495
analysis_id,m86ny7ngc16q7t5
parameter_name,KLRG1+ NK cells - % of CD45+
gene_accession_id,MGI:95835
gene_symbol,Hspa5
mouse_strain,C57BL
