parameter_id,IMPC_GRS_011_001
analysis_id,1p0971lh6m2p20g
mouse_strain,C57BL
gene_symbol,Lime1
gene_accession_id,MGI:1919949
mouse_life_stage,Early adult
pvalue,0.9404864
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
