gene_symbol,Zyg11b
analysis_id,7336u82751f9inc
parameter_name,HDL-cholesterol
parameter_id,IMPC_CBC_016_001
pvalue,0.7041819
gene_accession_id,MGI:2685277
mouse_strain,C57BL
mouse_life_stage,E18.5
