parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:2441730
gene_symbol,Tbl1xr1
analysis_id,n1g4jn6p002trli
pvalue,0.1889975
parameter_name,Time mobile dark side
mouse_life_stage,Late adult
mouse_strain,C57BL
