gene_symbol,Cmpk1
parameter_id,IMPC_GEO_009_002
parameter_name,Hemorrhage
gene_accession_id,MGI:1913838
pvalue,0.6071636
analysis_id,0n7w7a4ad29gq63
mouse_life_stage,Early adult
mouse_strain,C57BL
