parameter_id,HRWLLA_OFD_017_001
pvalue,0.210087
analysis_id,199ia10069456xl
mouse_strain,C57BL
gene_accession_id,MGI:103302
mouse_life_stage,Early adult
gene_symbol,Bmp7
parameter_name,Center average speed
