gene_symbol,Ddx27
analysis_id,3jqy840g2i8g725
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Lymphocyte differential count
parameter_id,IMPC_HEM_031_001
pvalue,0.616413
