gene_symbol,Zmynd8
parameter_name,6kHz-evoked ABR Threshold
pvalue,0.5424652
parameter_id,IMPC_ABR_004_001
gene_accession_id,MGI:1918025
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,4ka5jx9ihyd2178
