parameter_id,IMPC_XRY_002_001
mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
mouse_strain,C57BL
parameter_name,Zygomatic bone
analysis_id,zvn8d97zrrvitn2
pvalue,0.6932006
gene_symbol,Ola1
