gene_symbol,Slc30a4
analysis_id,v24kgv251sr2xmk
parameter_id,IMPC_EYE_006_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.7350886
gene_accession_id,MGI:1345282
parameter_name,Narrow eye opening
