gene_accession_id,MGI:1914071
gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,MGP_IMM_013_001
pvalue,0.1489081
parameter_name,Total CD8+ T cells - % of ab T cells
analysis_id,i01unkl4vjt8r03
