gene_symbol,Bpifa3
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Calcium
analysis_id,r8yo2e3n92go83i
parameter_id,HMGULA_CBC_009_001
pvalue,0.3879711
