mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Centre distance travelled
gene_symbol,Slc30a4
parameter_id,ESLIM_007_001_010
analysis_id,mck7jv0709z4m93
gene_accession_id,MGI:1345282
pvalue,0.7004161
