gene_symbol,Col6a3
analysis_id,47705yi1810j29a
gene_accession_id,MGI:88461
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
pvalue,0.5578384
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,MGP_IMM_026_001
