mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
mouse_strain,C57BL
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
gene_symbol,Hpca
pvalue,0.9463437
analysis_id,3o1nm565jf05gzo
