mouse_strain,129SV
pvalue,0.2139473
parameter_name,Follicular B cells - % of B2 cells
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
parameter_id,MGP_IMM_048_001
gene_symbol,Cntfr
analysis_id,104pe8351g3ihy7
